id,date,merchant,description,amount,category,subcategory,source_card,receipt_status,receipt_email_id,receipt_email_subject,receipt_file,email_search_query,submission_status,priority,business_purpose,notes
BF-20251102-001,2025-11-02,Amazon,Amazon - Supplies,212.66,Equipment,Supplies,Amex,email_available,,,,from:auto-confirm@amazon.com,pending,high,Business supplies,Backfill: AMAZON MARKEPLACE NA PA
BF-20251103-001,2025-11-03,Spring,Spring - Restaurant,70.04,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: TST*SPRING SHABU-SHABU B Brighton MA
BF-20251108-001,2025-11-08,Sofra,Sofra - Restaurant,30.71,Meals,Restaurant,Chase,pending,,,,,pending,medium,Business restaurant,Backfill: TST*SOFRA - BRIGHTON ALL Allston MA
BF-20251112-001,2025-11-12,Apple,Apple - Hardware,163.30,Equipment,Hardware,Chase,email_available,,,,from:no_reply@email.apple.com subject:receipt,pending,medium,Business hardware,Backfill: APPLE.COM/BILL 866-712-7753 CA
BF-20251115-001,2025-11-15,Apple,Apple - Hardware,163.30,Equipment,Hardware,Chase,email_available,,,,from:no_reply@email.apple.com subject:receipt,pending,medium,Business hardware,Backfill: APPLE.COM/BILL 866-712-7753 CA
BF-20251120-001,2025-11-20,Amc,Amc - Other,27.99,Meals,Other,Amex,pending,,,,,pending,medium,Business other,Backfill: AMC 9640 ONLINE*9640LEAWOOD             KS
BF-20251207-001,2025-12-07,Anthropic,Anthropic - API Services,435.75,Infrastructure,API Services,Amex,email_available,,,,from:anthropic invoice,pending,high,Business api services,Backfill: ANTHROPIC           SAN FRANCISCO       CA
BF-20251208-001,2025-12-08,Hotels.com,Hotels.com - Lodging,448.20,Travel,Lodging,Amex,email_available,,,,from:hotels@eg.hotels.com confirmation,pending,high,Business lodging,Backfill: HOTELCOM733220743566HOTELS.COM          WA
BF-20251209-001,2025-12-09,Delta Air Lines,Delta Air Lines - Airlines,617.97,Travel,Airlines,Amex,email_available,,,,from:DeltaAirLines@t.delta.com subject:receipt,pending,high,Business airlines,Backfill: DELTA AIR LINES
BF-20251210-001,2025-12-10,Anthropic,Anthropic - API Services,435.89,Infrastructure,API Services,Amex,email_available,,,,from:anthropic invoice,pending,high,Business api services,Backfill: ANTHROPIC           SAN FRANCISCO       CA
BF-20251211-001,2025-12-11,Claude.ai,Claude.ai - API Services,217.75,Infrastructure,API Services,Amex,pending,,,,,pending,high,Business api services,Backfill: CLAUDE.AI SUBSCRIPTISAN FRANCISCO       CA
