id,date,merchant,description,amount,category,subcategory,source_card,receipt_status,ramp_status,business_purpose,notes
EXP-2025-08-24-001,2025-08-24,Saffron,Team Dinner Burlingame,266.89,Meals,Team Meals,Chase,pending,NOT_REIMBURSED,Team meal - Promptfoo office,
EXP-2025-08-24-002,2025-08-24,Blue Bottle,Coffee - Sacramento,13.48,Meals,Coffee,Chase,pending,NOT_REIMBURSED,Working coffee - business travel,
EXP-2025-08-24-003,2025-08-24,Last Rites,Drinks - SF,42.90,Meals,Working Meals,Chase,pending,NOT_REIMBURSED,Business drinks - SF,
EXP-2025-08-24-004,2025-08-24,Dolores Park Cafe,Coffee - SF,16.68,Meals,Coffee,Chase,pending,NOT_REIMBURSED,Working coffee - SF,
EXP-2025-08-24-005,2025-08-24,Martuni's,Drinks - SF,35.00,Meals,Working Meals,Chase,pending,NOT_REIMBURSED,Business drinks - SF,
EXP-2025-08-24-006,2025-08-24,DoorDash,DD Kajiken - CA,24.71,Meals,Working Meals,Chase,pending,NOT_REIMBURSED,DoorDash delivery - Bay Area,Credit card statement
EXP-2025-08-26-001,2025-08-26,Chase Travel,Hotel Booking,1426.68,Travel,Hotels,Chase,found,NOT_REIMBURSED,Business travel accommodation,
EXP-2025-08-26-002,2025-08-26,DoorDash,DD SIM Pizza - CA,30.57,Meals,Working Meals,Chase,pending,NOT_REIMBURSED,DoorDash delivery - Bay Area,Credit card statement
BF-20250826-001,2025-08-26,Lyft,Lyft - Rideshare,39.99,Travel,Rideshare,Chase,email_available,NOT_REIMBURSED,Business rideshare,Backfill: LYFT *1 RIDE 08-24 HELP.LYFT.COM CA
BF-20250826-002,2025-08-26,Los,Los - Restaurant,24.64,Meals,Restaurant,Chase,pending,NOT_REIMBURSED,Business restaurant,Backfill: TST*LOS TACOS NO. 1 FIDI Manhattan NY
BF-20250827-001,2025-08-27,Lyft,Lyft - Rideshare,49.97,Travel,Rideshare,Chase,email_available,NOT_REIMBURSED,Business rideshare,Backfill: LYFT *1 RIDE 08-25 HELP.LYFT.COM CA
BF-20250827-002,2025-08-27,Los,Los - Restaurant,23.64,Meals,Restaurant,Chase,pending,NOT_REIMBURSED,Business restaurant,Backfill: TST*LOS TACOS NO. 1 FIDI Manhattan NY
EXP-2025-08-28-001,2025-08-28,Delta Air Lines,Business Flight,340.00,Travel,Flights,Amex,found,NOT_REIMBURSED,Business travel,
EXP-2025-08-28-002,2025-08-28,Delta Air Lines,Business Flight,412.96,Travel,Flights,Amex,found,NOT_REIMBURSED,Business travel,
EXP-2025-08-28-003,2025-08-28,Delta Air Lines,Business Flight,556.96,Travel,Flights,Amex,found,NOT_REIMBURSED,Business travel,
EXP-2025-08-28-004,2025-08-28,Delta Air Lines,Business Flight,726.97,Travel,Flights,Amex,found,NOT_REIMBURSED,Business travel,
EXP-2025-08-28-005,2025-08-28,HotelTonight,Marines Memorial,572.00,Travel,Hotels,Chase,found,NOT_REIMBURSED,SF business trip accommodation,
BF-20250828-001,2025-08-28,Acadia,Acadia - Restaurant,93.43,Meals,Restaurant,Chase,pending,NOT_REIMBURSED,Business restaurant,Backfill: TST* ACADIA NEW YORK NY
BF-20250828-002,2025-08-28,Amazon,Amazon - Supplies,86.01,Equipment,Supplies,Chase,email_available,NOT_REIMBURSED,Business supplies,Backfill: Amazon.com*OM64A9NO3 Amzn.com/bill WA
BF-20250828-003,2025-08-28,Los,Los - Restaurant,24.95,Meals,Restaurant,Chase,pending,NOT_REIMBURSED,Business restaurant,Backfill: TST*LOS TACOS NO. 1 FIDI Manhattan NY
EXP-2025-08-29-001,2025-08-29,DoorDash,DD Just Salad - CA,22.55,Meals,Working Meals,Chase,pending,NOT_REIMBURSED,DoorDash delivery - Bay Area,Credit card statement
BF-20250829-001,2025-08-29,Los,Los - Restaurant,32.10,Meals,Restaurant,Chase,pending,NOT_REIMBURSED,Business restaurant,Backfill: TST*LOS TACOS NO. 1 FIDI Manhattan NY
EXP-2025-08-30-001,2025-08-30,Delta Air Lines,Business Flight,642.96,Travel,Flights,Amex,found,NOT_REIMBURSED,Business travel,
EXP-2025-08-30-002,2025-08-30,DoorDash,DD New York Wings - CA,22.76,Meals,Working Meals,Chase,pending,NOT_REIMBURSED,DoorDash delivery - Bay Area,Credit card statement
EXP-2025-08-30-003,2025-08-30,DoorDash,DD Hey Thai - CA,24.35,Meals,Working Meals,Chase,pending,NOT_REIMBURSED,DoorDash delivery - Bay Area,Credit card statement
BF-20250830-001,2025-08-30,Tokyo,Tokyo - Restaurant,38.47,Meals,Restaurant,Chase,pending,NOT_REIMBURSED,Business restaurant,Backfill: SQ *TOKYO DRUMSTICK New York NY
BF-20250830-002,2025-08-30,Los,Los - Restaurant,31.10,Meals,Restaurant,Chase,pending,NOT_REIMBURSED,Business restaurant,Backfill: TST*LOS TACOS NO. 1 FIDI Manhattan NY
BF-20250831-001,2025-08-31,La,La - Restaurant,69.24,Meals,Restaurant,Chase,pending,NOT_REIMBURSED,Business restaurant,Backfill: TST*LA DONG New York NY
EXP-2025-09-01-001,2025-09-01,Delta Air Lines,Business Flight,125.00,Travel,Flights,Amex,found,NOT_REIMBURSED,Business travel,
EXP-2025-09-01-002,2025-09-01,MTA NYC Subway,NYC Subway - Travel Day,7.15,Travel,Ground Transportation,Chase,pending,NOT_REIMBURSED,Airport transit - Delta flight day,Subway to airport
EXP-2025-09-01-003,2025-09-01,DoorDash,DD Maiko Match - CA,21.37,Meals,Working Meals,Chase,pending,NOT_REIMBURSED,DoorDash delivery - Bay Area,Credit card statement
RCP-2025-XX-XX-006,2025-09-01,Zhangliang Malatang,Zhangliang Malatang San Mateo,51.74,Meals,Working Meals,Credit,photo,NOT_REIMBURSED,Working lunch - San Mateo,UNPAID receipt
EXP-2025-09-02-001,2025-09-02,Anthropic,Claude API Usage,1501.80,Infrastructure,API Services,Amex,pending,NOT_REIMBURSED,AI/LLM API for product development,
EXP-2025-09-02-002,2025-09-02,HotelTonight,Marines Memorial,162.00,Travel,Hotels,Chase,found,NOT_REIMBURSED,SF business trip accommodation,
EXP-2025-09-02-003,2025-09-02,MTA LIRR,LIRR to JFK Airport,5.00,Travel,Ground Transportation,Chase,pending,NOT_REIMBURSED,Airport transit - JFK to SF business trip,LIRR ticket to JFK
EXP-2025-09-02-004,2025-09-02,SAJJ,Lunch - San Mateo,18.58,Meals,Working Meals,Chase,pending,NOT_REIMBURSED,Working lunch - San Mateo,
BF-20250902-001,2025-09-02,Garaje,Garaje - Restaurant,83.00,Meals,Restaurant,Chase,pending,NOT_REIMBURSED,Business restaurant,Backfill: SQ *GARAJE San Francisco CA
BF-20250902-002,2025-09-02,Uber,Uber - Rideshare,49.96,Travel,Rideshare,Chase,email_available,NOT_REIMBURSED,Business rideshare,Backfill: UBER *TRIP HELP.UBER.COM CA
BF-20250902-003,2025-09-02,Garaje,Garaje - Restaurant,20.49,Meals,Restaurant,Chase,pending,NOT_REIMBURSED,Business restaurant,Backfill: SQ *GARAJE San Francisco CA
EXP-2025-09-03-001,2025-09-03,OpenAI,ChatGPT Plus,217.75,Software,AI Tools,Chase,pending,NOT_REIMBURSED,AI development tools,
EXP-2025-09-03-002,2025-09-03,UseTusk.AI,AI Code Review,125.00,Software,AI Tools,Chase,pending,NOT_REIMBURSED,AI development tools,
EXP-2025-09-03-003,2025-09-03,Comcast/Xfinity,Internet Service,219.27,Infrastructure,Remote Work,Chase,pending,NOT_REIMBURSED,Remote work internet infrastructure,Monthly service
EXP-2025-09-03-004,2025-09-03,Blue Bottle,Coffee - San Mateo,14.66,Meals,Coffee,Chase,pending,NOT_REIMBURSED,Working coffee - San Mateo office,
EXP-2025-09-03-005,2025-09-03,DoorDash,DD Doubledash - CA,70.03,Meals,Working Meals,Chase,pending,NOT_REIMBURSED,DoorDash delivery - Bay Area,Credit card statement
EXP-2025-09-03-006,2025-09-03,DoorDash,DD Spicy Moon - CA,29.41,Meals,Working Meals,Chase,pending,NOT_REIMBURSED,DoorDash delivery - Bay Area,Credit card statement
BF-20250903-001,2025-09-03,Apple,Apple - Hardware,2667.68,Equipment,Hardware,Amex,found,NOT_REIMBURSED,Business hardware,Backfill: APPLE ONLINE STORE  CUPERTINO           CA
EXP-2025-09-04-001,2025-09-04,Ton Ton,Lunch - SF,26.67,Meals,Working Meals,Chase,pending,NOT_REIMBURSED,Working lunch - SF,
EXP-2025-09-04-002,2025-09-04,SAJJ,Lunch - San Mateo,36.07,Meals,Working Meals,Chase,pending,NOT_REIMBURSED,Working lunch - San Mateo,
EXP-2025-09-04-003,2025-09-04,Blue Bottle,Coffee - San Mateo,13.80,Meals,Coffee,Chase,pending,NOT_REIMBURSED,Working coffee - San Mateo office,
BF-20250904-001,2025-09-04,Apple,Apple - Hardware,163.30,Equipment,Hardware,Chase,found,NOT_REIMBURSED,Business hardware,Backfill: APPLE.COM/BILL 866-712-7753 CA
RCP-2025-09-04-001,2025-09-04,Safeway,Safeway SF - Groceries,46.47,Meals,Groceries,Credit,photo,NOT_REIMBURSED,Office/team groceries - SF,San Francisco location
EXP-2025-09-05-001,2025-09-05,Uplift Desk,Standing Desk,2420.52,Equipment,Office Furniture,Chase,found,NOT_REIMBURSED,Home office equipment,
EXP-2025-09-05-002,2025-09-05,Four Kings,Team Dinner SF,154.48,Meals,Team Meals,Chase,pending,NOT_REIMBURSED,Team meal with colleagues,
EXP-2025-09-05-003,2025-09-05,Replicate,AI Model Hosting,0.50,Software,AI Tools,Chase,pending,NOT_REIMBURSED,AI model hosting platform,Usage-based
EXP-2025-09-05-004,2025-09-05,Kaz Teriyaki,Lunch - San Mateo,34.29,Meals,Working Meals,Chase,pending,NOT_REIMBURSED,Working lunch - San Mateo,
EXP-2025-09-05-005,2025-09-05,DoorDash,DD Doubledash - CA,105.16,Meals,Working Meals,Chase,pending,NOT_REIMBURSED,DoorDash delivery - Bay Area,Credit card statement
EXP-2025-09-06-001,2025-09-06,Wursthall,Dinner - San Mateo,57.01,Meals,Working Meals,Chase,pending,NOT_REIMBURSED,Working dinner - San Mateo,
EXP-2025-09-06-002,2025-09-06,Whole Foods,Groceries - Palo Alto,75.18,Meals,Groceries,Chase,pending,NOT_REIMBURSED,Office groceries/supplies - Palo Alto,
EXP-2025-09-07-001,2025-09-07,Verve Coffee,Coffee - Palo Alto,44.69,Meals,Coffee,Chase,pending,NOT_REIMBURSED,Working coffee - Palo Alto,
EXP-2025-09-07-002,2025-09-07,DoorDash,DD Safeway - CA,67.35,Meals,Groceries,Chase,pending,NOT_REIMBURSED,DoorDash groceries - Bay Area,Credit card statement
EXP-2025-09-07-003,2025-09-07,DoorDash,DD Steam - CA,25.07,Meals,Working Meals,Chase,pending,NOT_REIMBURSED,DoorDash delivery - Bay Area,Credit card statement
EXP-2025-09-08-001,2025-09-08,Google Colab,AI Development Tools,10.88,Software,AI Tools,Chase,pending,NOT_REIMBURSED,AI/ML development platform,Monthly subscription
EXP-2025-09-08-002,2025-09-08,Verve Coffee,Coffee - Palo Alto,12.86,Meals,Coffee,Chase,pending,NOT_REIMBURSED,Working coffee - Palo Alto,
EXP-2025-09-08-003,2025-09-08,DoorDash,DD Sweetgreen - CA,21.69,Meals,Working Meals,Chase,pending,NOT_REIMBURSED,DoorDash delivery - Bay Area,Credit card statement
EXP-2025-09-08-004,2025-09-08,DoorDash,DD Dashmart - CA,30.18,Meals,Groceries,Chase,pending,NOT_REIMBURSED,DoorDash convenience - Bay Area,Credit card statement
EXP-2025-09-09-001,2025-09-09,Blue Bottle,Coffee - San Mateo,14.95,Meals,Coffee,Chase,pending,NOT_REIMBURSED,Working coffee - San Mateo office,
EXP-2025-09-09-002,2025-09-09,Verve Coffee,Coffee - Palo Alto,13.20,Meals,Coffee,Chase,pending,NOT_REIMBURSED,Working coffee - Palo Alto,
EXP-2025-09-09-003,2025-09-09,DoorDash,DD Curry Pizza - CA,14.41,Meals,Working Meals,Chase,pending,NOT_REIMBURSED,DoorDash delivery - Bay Area,Credit card statement
EXP-2025-09-09-004,2025-09-09,DoorDash,DD DIG INN - CA,26.48,Meals,Working Meals,Chase,pending,NOT_REIMBURSED,DoorDash delivery - Bay Area,Credit card statement
EXP-2025-09-09-005,2025-09-09,DoorDash,DD Mr Sun Tea - CA,7.50,Meals,Coffee,Chase,pending,NOT_REIMBURSED,DoorDash tea delivery - Bay Area,Credit card statement
EXP-2025-09-09-006,2025-09-09,DoorDash,DD Hummus Mediterranean - CA,29.36,Meals,Working Meals,Chase,pending,NOT_REIMBURSED,DoorDash delivery - Bay Area,Credit card statement
EXP-2025-09-10-001,2025-09-10,Google One,Cloud Storage,21.76,Software,Cloud Storage,Chase,pending,NOT_REIMBURSED,Cloud storage for work files,Monthly subscription
EXP-2025-09-10-002,2025-09-10,Dumpling Hours,Dinner - Palo Alto,86.02,Meals,Working Meals,Chase,pending,NOT_REIMBURSED,Working dinner - Palo Alto,
EXP-2025-09-10-003,2025-09-10,DoorDash,DD Howies - CA,40.17,Meals,Working Meals,Chase,pending,NOT_REIMBURSED,DoorDash delivery - Bay Area,Credit card statement
BF-20250910-003,2025-09-10,Apple,Apple - Hardware,1748.91,Equipment,Hardware,Amex,found,NOT_REIMBURSED,Business hardware,Backfill: APPLE ONLINE STORE  CUPERTINO           CA
BF-20250910-002,2025-09-10,Amazon,Amazon - Supplies,580.09,Equipment,Supplies,Chase,email_available,NOT_REIMBURSED,Business supplies,Backfill: AMAZON MKTPL*FJ5BX08F3 Amzn.com/bill WA
EXP-2025-09-11-001,2025-09-11,Amazon,Samsung ViewFinity Monitors (2x) + Litra Glow,1020.52,Equipment,Computer Monitors,Chase,found,NOT_REIMBURSED,San Mateo office monitors,Delivered to San Mateo
EXP-2025-09-11-002,2025-09-11,Blue Bottle,Coffee - San Mateo,19.50,Meals,Coffee,Chase,pending,NOT_REIMBURSED,Working coffee - San Mateo office,
EXP-2025-09-11-003,2025-09-11,Blue Bottle,Coffee - Palo Alto,7.75,Meals,Coffee,Chase,pending,NOT_REIMBURSED,Working coffee - Palo Alto,
EXP-2025-09-11-004,2025-09-11,DoorDash,DD Mademoiselle - CA,34.13,Meals,Working Meals,Chase,pending,NOT_REIMBURSED,DoorDash delivery - Bay Area,Credit card statement
BF-20250911-001,2025-09-11,Apple,Apple - Hardware,108.86,Equipment,Hardware,Chase,found,NOT_REIMBURSED,Business hardware,Backfill: APPLE.COM/BILL 866-712-7753 CA
EXP-2025-09-12-001,2025-09-12,Hotels.com,Business Hotel,590.29,Travel,Hotels,Amex,found,NOT_REIMBURSED,Business travel accommodation,
EXP-2025-09-12-002,2025-09-12,Zoom,Video Conferencing,54.23,Software,Communication,Chase,pending,NOT_REIMBURSED,Remote collaboration,
EXP-2025-09-12-002,2025-09-12,Amazon,ASUS Vivobook Go Laptop,272.57,Equipment,Computer,Chase,found,NOT_REIMBURSED,San Mateo office laptop,Delivered to San Mateo
EXP-2025-09-13-001,2025-09-13,Delta Air Lines,Business Flight,24.72,Travel,Flights,Amex,found,NOT_REIMBURSED,Business travel,
EXP-2025-09-13-002,2025-09-13,Delta Air Lines,Business Flight,30.01,Travel,Flights,Amex,found,NOT_REIMBURSED,Business travel,
EXP-2025-09-13-003,2025-09-13,Hotels.com,Business Hotel,702.81,Travel,Hotels,Amex,found,NOT_REIMBURSED,Business travel accommodation,
EXP-2025-09-13-004,2025-09-13,Perplexity.AI,Pro Subscription,21.78,Software,AI Tools,Chase,pending,NOT_REIMBURSED,AI research tools,
EXP-2025-09-13-005,2025-09-13,Babelcloud/Gru.AI,AI Assistant Subscription,19.90,Software,AI Tools,Chase,pending,NOT_REIMBURSED,AI development tools,Monthly subscription
EXP-2025-09-13-006,2025-09-13,Verve Coffee,Coffee - Palo Alto,13.20,Meals,Coffee,Chase,pending,NOT_REIMBURSED,Working coffee - Palo Alto,
EXP-2025-09-13-007,2025-09-13,In-N-Out,Lunch - Daly City,12.42,Meals,Working Meals,Chase,pending,NOT_REIMBURSED,Working lunch - Daly City,
EXP-2025-09-13-008,2025-09-13,DoorDash,DD El Sinaloense - CA,41.76,Meals,Working Meals,Chase,pending,NOT_REIMBURSED,DoorDash delivery - Bay Area,Credit card statement
EXP-2025-09-13-009,2025-09-13,DoorDash,DD Doubledash - CA,91.29,Meals,Working Meals,Chase,pending,NOT_REIMBURSED,DoorDash delivery - Bay Area,Credit card statement
EXP-2025-09-13-010,2025-09-13,DoorDash,DD Darbar - CA,41.04,Meals,Working Meals,Chase,pending,NOT_REIMBURSED,DoorDash delivery - Bay Area,Credit card statement
EXP-2025-09-14-001,2025-09-14,Recruit Pro,Recruiting Tool,149.00,Software,HR Tools,Amex,found,NOT_REIMBURSED,Team hiring,
EXP-2025-09-14-002,2025-09-14,Verve Coffee,Coffee - Palo Alto,12.86,Meals,Coffee,Chase,pending,NOT_REIMBURSED,Working coffee - Palo Alto,
EXP-2025-09-14-003,2025-09-14,Jeffreys Hamburgers,Lunch - San Mateo,23.14,Meals,Working Meals,Chase,pending,NOT_REIMBURSED,Working lunch - San Mateo area,
EXP-2025-09-14-004,2025-09-14,David's Bagel,Breakfast - Pacifica,10.50,Meals,Working Meals,Chase,pending,NOT_REIMBURSED,Working breakfast - Pacifica,
BF-20250914-001,2025-09-14,IKEA,IKEA - Office Furniture,3032.24,Equipment,Office Furniture,Amex,email_available,NOT_REIMBURSED,Office furniture setup,Backfill: IKEA EAST PALO ALTO PALO ALTO CA
BF-20250914-001,2025-09-14,Uber,Uber - Rideshare,45.34,Travel,Rideshare,Chase,email_available,NOT_REIMBURSED,Business rideshare,Backfill: UBER *TRIP HELP.UBER.COM CA
EXP-2025-09-15-001,2025-09-15,Hotels.com,George Hotel,277.88,Travel,Hotels,Amex,found,NOT_REIMBURSED,Business travel accommodation,
EXP-2025-09-15-002,2025-09-15,San Mateo Downtown,Meal - San Mateo,49.04,Meals,Working Meals,Chase,pending,NOT_REIMBURSED,Working meal - San Mateo,
EXP-2025-09-15-003,2025-09-15,DoorDash,DD New Thai Elephant - CA,16.97,Meals,Working Meals,Chase,pending,NOT_REIMBURSED,DoorDash delivery - Bay Area,Credit card statement
RCP-2025-09-16-001,2025-09-16,SAJJ Mediterranean,SAJJ Mediterranean San Mateo,81.40,Meals,Working Meals,Credit,photo,NOT_REIMBURSED,Working lunch - San Mateo,251 E 3rd Ave
EXP-2025-09-17-001,2025-09-17,Anthropic,Claude API Usage,1500.15,Infrastructure,API Services,Amex,pending,NOT_REIMBURSED,AI/LLM API for product development,
EXP-2025-09-17-002,2025-09-17,Delta Air Lines,Business Flight,476.96,Travel,Flights,Amex,found,NOT_REIMBURSED,Business travel,
EXP-2025-09-17-003,2025-09-17,Delta Air Lines,Business Flight,676.98,Travel,Flights,Amex,found,NOT_REIMBURSED,Business travel,
EXP-2025-09-17-004,2025-09-17,Hotels.com,Hotel Riu,629.48,Travel,Hotels,Amex,found,NOT_REIMBURSED,Business travel accommodation,
EXP-2025-09-17-005,2025-09-17,GitHub Universe,Developer Conference,99.00,Professional Development,Conferences,Chase,pending,NOT_REIMBURSED,GitHub Universe developer conference,Conference ticket
EXP-2025-09-18-001,2025-09-18,DoorDash,DD Siddharta - CA,28.75,Meals,Working Meals,Chase,pending,NOT_REIMBURSED,DoorDash delivery - Bay Area,Credit card statement
BF-20250918-001,2025-09-18,L?Industrie,L?Industrie - Restaurant,27.25,Meals,Restaurant,Chase,pending,NOT_REIMBURSED,Business restaurant,Backfill: SQ *L?INDUSTRIE PIZZERIA New York NY
EXP-2025-09-19-001,2025-09-19,Lyft,Rideshare CA,54.92,Travel,Ground Transportation,Chase,pending,NOT_REIMBURSED,Business rideshare - SF Bay Area,
EXP-2025-09-19-002,2025-09-19,DoorDash,DD Doubledash - CA,38.36,Meals,Working Meals,Chase,pending,NOT_REIMBURSED,DoorDash delivery - Bay Area,Credit card statement
BF-20250919-001,2025-09-19,Dan,Dan - Restaurant,43.69,Meals,Restaurant,Chase,pending,NOT_REIMBURSED,Business restaurant,Backfill: SQ *DAN AND JOHN'S WINGS New York NY
EXP-2025-09-20-001,2025-09-20,DoorDash,DD SIM Pizza - CA,21.94,Meals,Working Meals,Chase,pending,NOT_REIMBURSED,DoorDash delivery - Bay Area,Credit card statement
BF-20250920-002,2025-09-20,Dinosaur,Dinosaur - Restaurant,67.66,Meals,Restaurant,Chase,pending,NOT_REIMBURSED,Business restaurant,Backfill: TST*DINOSAUR BAR-B-QUE - New York NY
BF-20250920-001,2025-09-20,Dinosaur,Dinosaur - Restaurant,21.51,Meals,Restaurant,Chase,pending,NOT_REIMBURSED,Business restaurant,Backfill: TST*DINOSAUR BAR-B-QUE - New York NY
EXP-2025-09-21-001,2025-09-21,Claude.ai,Pro Subscription,217.75,Software,AI Tools,Amex,found,NOT_REIMBURSED,AI development tools,
BF-20250921-002,2025-09-21,Apple,Apple - Hardware,869.91,Equipment,Hardware,Chase,found,NOT_REIMBURSED,Business hardware,Backfill: APPLE STORE #R032 NEW YORK NY
BF-20250921-003,2025-09-21,Apple,Apple - Hardware,271.10,Equipment,Hardware,Chase,found,NOT_REIMBURSED,Business hardware,Backfill: APPLE STORE #R032 NEW YORK NY
BF-20250921-001,2025-09-21,Hamburger,Hamburger - Restaurant,26.74,Meals,Restaurant,Chase,pending,NOT_REIMBURSED,Business restaurant,Backfill: TST*HAMBURGER AMERICA New York NY
EXP-2025-09-22-001,2025-09-22,MTA LIRR,LIRR to JFK Airport,5.00,Travel,Ground Transportation,Chase,pending,NOT_REIMBURSED,Airport transit - JFK to SF business trip,LIRR ticket to JFK
EXP-2025-09-22-002,2025-09-22,Philz Coffee,Coffee - San Mateo,7.10,Meals,Coffee,Chase,pending,NOT_REIMBURSED,Working coffee - San Mateo,
EXP-2025-09-22-003,2025-09-22,Kaz Teriyaki,Lunch - San Mateo,36.03,Meals,Working Meals,Chase,pending,NOT_REIMBURSED,Working lunch - San Mateo,
BF-20250922-002,2025-09-22,Garaje,Garaje - Restaurant,75.11,Meals,Restaurant,Chase,pending,NOT_REIMBURSED,Business restaurant,Backfill: SQ *GARAJE San Francisco CA
BF-20250922-003,2025-09-22,Garaje,Garaje - Restaurant,26.18,Meals,Restaurant,Chase,pending,NOT_REIMBURSED,Business restaurant,Backfill: SQ *GARAJE San Francisco CA
BF-20250922-001,2025-09-22,Apple,Apple - Hardware,21.32,Equipment,Hardware,Chase,found,NOT_REIMBURSED,Business hardware,Backfill: APPLE.COM/BILL 866-712-7753 CA
RCP-2025-09-22-001,2025-09-22,Kaz Teriyaki,Kaz Teriyaki San Mateo,36.03,Meals,Working Meals,Visa 2030,photo,NOT_REIMBURSED,Working lunch - San Mateo,77 E 4th Ave
RCP-2025-09-22-002,2025-09-22,Suruki Supermarket,Suruki San Mateo - Groceries,11.20,Meals,Groceries,Visa 2030,photo,NOT_REIMBURSED,Office groceries - San Mateo,71 E 4th Ave - hot sauce/condiments
EXP-2025-09-23-001,2025-09-23,Blue Bottle,Coffee - San Mateo,22.42,Meals,Coffee,Chase,pending,NOT_REIMBURSED,Working coffee - San Mateo office,
EXP-2025-09-23-002,2025-09-23,Tang Bar,Lunch - San Mateo,60.89,Meals,Working Meals,Chase,pending,NOT_REIMBURSED,Working lunch - San Mateo,
RCP-2025-09-23-001,2025-09-23,Safeway,Safeway SF - Groceries,59.26,Meals,Groceries,Credit,photo,NOT_REIMBURSED,Office/team groceries - SF,San Francisco location
EXP-2025-09-24-001,2025-09-24,Lyft,Rideshare CA,35.53,Travel,Ground Transportation,Chase,pending,NOT_REIMBURSED,Business rideshare - SF Bay Area,2 rides
EXP-2025-09-24-002,2025-09-24,Lime,E-Scooter SF,8.78,Travel,Ground Transportation,Chase,pending,NOT_REIMBURSED,Business transit - SF Bay Area,
EXP-2025-09-24-003,2025-09-24,SAJJ,Lunch - San Mateo,64.46,Meals,Working Meals,Chase,pending,NOT_REIMBURSED,Working lunch - San Mateo,
EXP-2025-09-24-004,2025-09-24,DoorDash,DD Pizza My Heart - CA,39.47,Meals,Working Meals,Chase,pending,NOT_REIMBURSED,DoorDash delivery - Bay Area,Credit card statement
EXP-2025-09-24-005,2025-09-24,DoorDash,DD Ox9 Lanzhou - CA,123.93,Meals,Team Meals,Chase,pending,NOT_REIMBURSED,DoorDash team delivery - Bay Area,Credit card statement
EXP-2025-09-25-001,2025-09-25,Clipper,Caltrain/BART Transit,50.00,Travel,Ground Transportation,Chase,pending,NOT_REIMBURSED,Business transit - SF Bay Area,Clipper card reload
EXP-2025-09-25-002,2025-09-25,Lyft,Rideshare CA,45.72,Travel,Ground Transportation,Chase,pending,NOT_REIMBURSED,Business rideshare - SF Bay Area,3 rides
EXP-2025-09-25-003,2025-09-25,Mensho,Dinner - SF,41.16,Meals,Working Meals,Chase,pending,NOT_REIMBURSED,Working dinner - SF,
EXP-2025-09-25-004,2025-09-25,Gotts Roadside,Lunch - SF,32.13,Meals,Working Meals,Chase,pending,NOT_REIMBURSED,Working lunch - SF,
EXP-2025-09-26-001,2025-09-26,Warwick SF,Hotel Stay,189.36,Travel,Hotels,Chase,pending,NOT_REIMBURSED,SF business trip accommodation,
EXP-2025-09-26-002,2025-09-26,Waymo,Rideshare SF,11.46,Travel,Ground Transportation,Chase,pending,NOT_REIMBURSED,Business rideshare - SF Bay Area,Warwick SF to Townsend St
EXP-2025-09-26-003,2025-09-26,Jeffreys Hamburgers,Lunch - San Mateo,30.23,Meals,Working Meals,Chase,pending,NOT_REIMBURSED,Working lunch - San Mateo area,
EXP-2025-09-26-004,2025-09-26,Donut Delite,Coffee/Pastry - San Mateo,14.85,Meals,Coffee,Chase,pending,NOT_REIMBURSED,Working coffee - San Mateo,
EXP-2025-09-26-005,2025-09-26,DoorDash,DD Rise Woodfire - CA,52.17,Meals,Working Meals,Chase,pending,NOT_REIMBURSED,DoorDash delivery - Bay Area,Credit card statement
EXP-2025-09-27-001,2025-09-27,Uber,Rideshare CA,40.69,Travel,Ground Transportation,Chase,pending,NOT_REIMBURSED,Business rideshare - SF Bay Area,
BF-20250927-001,2025-09-27,Smashy,Smashy - Restaurant,24.99,Meals,Restaurant,Chase,pending,NOT_REIMBURSED,Business restaurant,Backfill: SQ *SMASHY CLUB New York NY
EXP-2025-09-28-001,2025-09-28,Lyft,Rideshare CA,25.82,Travel,Ground Transportation,Chase,pending,NOT_REIMBURSED,Business rideshare - SF Bay Area,
BF-20250928-001,2025-09-28,Jeremy'S,Jeremy'S - Restaurant,30.83,Meals,Restaurant,Chase,pending,NOT_REIMBURSED,Business restaurant,Backfill: SQ *JEREMY'S ALE HOUSE New York NY
EXP-2025-09-29-001,2025-09-29,DoorDash,DD Nan Xiang - CA,13.23,Meals,Working Meals,Chase,pending,NOT_REIMBURSED,DoorDash delivery - Bay Area,Credit card statement
RCP-2025-09-29-001,2025-09-29,Restaurant Toronto,Restaurant Toronto,47.66,Meals,Travel Meals,Chase,photo,NOT_REIMBURSED,Toronto business trip meal,CAD$47.66 - Canadian
EXP-2025-09-30-001,2025-09-30,Uber,Rideshare CA,32.74,Travel,Ground Transportation,Chase,pending,NOT_REIMBURSED,Business rideshare - SF Bay Area,
EXP-2025-09-30-002,2025-09-30,DoorDash,DD Lanlarb Soi - CA,23.58,Meals,Working Meals,Chase,pending,NOT_REIMBURSED,DoorDash delivery - Bay Area,Credit card statement
EXP-2025-09-30-003,2025-09-30,DoorDash,DD Levain Bakery - CA,34.08,Meals,Working Meals,Chase,pending,NOT_REIMBURSED,DoorDash delivery - Bay Area,Credit card statement
BF-20250930-001,2025-09-30,Amazon,Amazon - Supplies,151.34,Equipment,Supplies,Chase,email_available,NOT_REIMBURSED,Business supplies,Backfill: AMAZON PRIME*NJ89268F1 Amzn.com/bill WA
